,Unnamed: 0,2018rank,City,State[c],2018estimate,2010Census,Total Area (sqmi),Location,Website,Zipcode,Description
256,256,257,North Charleston, South Carolina,113237,97471,73.7 sq mi,32°55′04″N 80°03′54″W﻿ / ﻿32.9178°N 80.0650°W﻿ / 32.9178; -80.0650﻿ ,http://www.northcharleston.org,0,North Charleston is the third largest city in the U S  state of South Carolina  with incorporated areas in Berkeley  Charleston  and Dorchester counties [1]  On June 12  1972  the city of North Charleston was incorporated and was rated as the ninth largest city in South Carolina  As of the 2010 Census  North Charleston had a population of 97 471 [4] growing to an estimated population of 114 000  in 2019  and with a current area of more than 76 6 square miles  198 5 km2  [5][6] As defined by the U S  Office of Management and Budget  for use by the U S  Census Bureau and other U S  Government agencies for statistical purposes only  North Charleston is included within the Charleston–North Charleston–Summerville metropolitan area and the Charleston North Charleston urban area [7] North Charleston is one of the state's major industrial centers and is the state's top city in gross retail sales [8][9]From the 17th century until the Civil War  plantations  cultivated commodity crops  such as rice and indigo  Some of the plantations located in what is now North Charleston were:
257,257,258,Miami Gardens, Florida,113069,107167,18.2 sq mi,25°56′56″N 80°14′37″W﻿ / ﻿25.9489°N 80.2436°W﻿ / 25.9489; -80.2436﻿ ,http://www.miamigardens-fl.gov/,0,Miami Gardens is a city located in north central Miami Dade County  Florida  Its boundaries stretch from I 95 and NE 2nd Avenue on the east  to NW 47th and NW 57th Avenues on the west  and from the Broward County line on the north  to 151st Street on the south [5] The city name comes from one of the major roadways through the area  Miami Gardens Drive  According to the 2017 estimate from the US Census Bureau  the city had a population of 113 750  and it is the largest city in Florida that has a majority African American population [6] It is a principal city of the Miami metropolitan area  which was home to an estimated 6 012 331 people at the 2015 census In the wake of the construction of I 95 in the late 1960s  many middle  and upper income African American and West Indian American families migrated from Miami neighborhoods like Liberty City to what became Miami Gardens  also called Carol City  Norland or Norwood  as race based covenants were outlawed with the Fair Housing Act  and mostly lower income blacks moved into the Liberty City and Little Haiti neighborhoods surrounding Liberty Square and Edison Courts 
258,258,259,Manchester, New Hampshire,112525,109565,33.1 sq mi,42°59′06″N 71°26′39″W﻿ / ﻿42.9849°N 71.4441°W﻿ / 42.9849; -71.4441﻿ ,http://www.manchesternh.gov,0,Manchester is a city in the southern part of the U S  state of New Hampshire  It is the most populous city in northern New England  an area comprising the states of Maine  New Hampshire  and Vermont  As of the 2010 census the city had a population of 109 565 [4] up slightly to 111 196 in a 2017 estimate [3] The combined Manchester Nashua Metropolitan Area had a 2010 population of 400 721 [5]Manchester is  along with Nashua  one of two seats of Hillsborough County  the state's most populous  Manchester lies near the northern end of the Northeast megalopolis and straddles the banks of the Merrimack River  It was first named by the merchant and inventor Samuel Blodgett  namesake of Samuel Blodget Park and Blodget Street in the city's North End  His vision was to create a great industrial center similar to that of the original Manchester in England  which was the world's first industrialized city [6]Manchester often appears favorably in lists ranking the affordability and livability of U S  cities  placing particularly high in small business climate [7][8] affordability [9][10] upward mobility [11] and education level [12]
259,259,260,High Point, North Carolina,112316,104371,55.2 sq mi,35°59′24″N 79°59′26″W﻿ / ﻿35.9900°N 79.9905°W﻿ / 35.9900; -79.9905﻿ ,http://www.highpointnc.gov,27260-27265,"High Point is a city located in the Piedmont Triad region of the state of North Carolina  Most of the city is located in Guilford County  with portions spilling into neighboring Randolph  Davidson  and Forsyth counties  High Point is North Carolina's only city that extends into four counties  As of the 2010 census the city had a total population of 104 371 [4] with an estimated population of 108 629 in 2014 [5] High Point is currently the ninth largest municipality in North Carolina  and the 259th largest city in America High Point is known for its furniture  textiles  and bus manufacturing  The city is sometimes referred to as the ""Home Furnishings Capital of the World""  The city's official slogan is ""North Carolina's International City"" due to the semi annual High Point Furniture Market that attracts 100 000 exhibitors and buyers from around the world It is home to one university  High Point University  a private Methodist affiliated institution founded in 1924 "
260,260,261,Downey, California,112269,111772,12.4 sq mi,33°56′18″N 118°07′51″W﻿ / ﻿33.9382°N 118.1309°W﻿ / 33.9382; -118.1309﻿ ,http://www.downeyca.org,90239–90242,Downey is a city located in southeast Los Angeles County  California  United States  13 mi  21 km  southeast of downtown Los Angeles  It is considered part of the Gateway Cities  The city is the birthplace of the Apollo space program  It is also the home of the oldest still operational McDonald's restaurant in the world  As of the 2010 census  the city had a total population of 111 779 Prior to the arrival of the Spanish in Alta California  the area that is now Downey was inhabited by the Tongva ethnic group  which came to be called the Gabrielino by the Spanish   The nearest Tongva settlements appear to have been just north and northeast of present day Downey  although there is difficulty in locating them precisely [8] The villages of Naxaaw’nga and Sehat seem to have been situated near the present day community of Los Nietos  or perhaps farther west on sites that were lost to floods of the San Gabriel River   Chokiishnga and Huutnga are other Tongva place names that may have referred to villages in the general area north of Downey between the San Gabriel River and Rio Hondo [9]  In all four cases  it is difficult to relate the original location descriptions  based on ranchos and land grants  to more specific sites identifiable by today's landmarks 
261,261,262,Clovis, California,112022,95631,24.2 sq mi,36°49′42″N 119°41′06″W﻿ / ﻿36.8282°N 119.6849°W﻿ / 36.8282; -119.6849﻿ ,http://www.ci.clovis.ca.us,93611–93613 and 93619,"Clovis is a city in Fresno County  California  United States  The 2016 population was estimated to be 106 583 [11] Clovis is located 6 5 miles  10 5 km  northeast of downtown Fresno [12] at an elevation of 361 feet  110 m  [13]The city of Clovis began as a freight stop along the San Joaquin Valley Railroad  Organized on January 15  1890  by Fresno businessmen Thomas E  Hughes  Fulton Berry  Gilbert R  Osmun  H D  Colson  John D  Gray  and William M  Williams  in partnership with Michigan railroad speculator Marcus Pollasky  the SJVRR began construction in Fresno on July 4  1891  and reached the farmlands of Clovis Cole and George Owen by October of that year  The railroad purchased right of way from both farmers  half from each – the east side from Cole and the west side from Owen – and ran tracks up the borderline between the two properties  The railroad agreed to establish a station on the west side of the tracks and to call it ""Clovis""  The Clovis station  after which the town was named  was positioned on the Owen side of the track Cole and Owen later sold land to Marcus Pollasky for development of a townsite  Fresno civil engineer Ingvart Tielman mapped the townsite on behalf of Pollasky on December 29  1891  The original townsite featured streets named for the officers and principal investors of the railroad:  Benjamin  Woodworth   Marcus  Pollasky  Fulton  Berry    Thomas  Hughes   Gerald  Osmun  and  O  D   Baron  The townsite  named Clovis by Pollasky  was laid out on what was originally Owen's land "
262,262,263,Pompano Beach, Florida,111954,99845,24.0 sq mi,26°14′30″N 80°08′02″W﻿ / ﻿26.2416°N 80.1339°W﻿ / 26.2416; -80.1339﻿ ,http://www.pompanobeachfl.gov,"33060-33077, 33093, 33097",Pompano Beach  ˌpɒmpənoʊ ˈbiːtʃ  is a city in Broward County  Florida  United States  along the coast of the Atlantic Ocean just to the north of Fort Lauderdale  The nearby Hillsboro Inlet forms part of the Atlantic Intracoastal Waterway  As of the 2010 census the city's population was 99 845 [10] Located 35 miles north of Miami  it is a principal city of the Miami metropolitan area  which was home to an estimated 6 012 331 people at the 2015 census Pompano Beach is currently in the middle of a redevelopment process to revitalize its beachfront and historic downtown [11] The city has also been listed as one of the top real estate markets  being featured in CNN  Money and the Wall Street Journal as one of the country's top vacation home markets  Pompano Beach Airpark  located within the city  is the home of the Goodyear Blimp Spirit of Innovation [2][12]Its name is derived from the Florida pompano  Trachinotus carolinus   a fish found off the Atlantic coast [13]
263,263,264,Pueblo, Colorado,111750,106595,53.6 sq mi,38°16′12″N 104°36′44″W﻿ / ﻿38.2699°N 104.6123°W﻿ / 38.2699; -104.6123﻿ ,http://www.pueblo.us/,81001-81012,"Pueblo  ˈpwɛbloʊ  is a home rule municipality that is the county seat and the most populous city of Pueblo County  Colorado  United States [1] The population was 106 595 in 2010 census  making it the 267th most populous city in the United States and the 9th largest in Colorado  Pueblo is the heart of the Pueblo Metropolitan Statistical Area  totaling over 160 000 people and an important part of the Front Range Urban Corridor [1] As of 2014  Pueblo is the primary city of the Pueblo–Cañon City combined statistical area  CSA  totaling approximately 208 000 people  making it the 134th largest in the nation [10]Pueblo is situated at the confluence of the Arkansas River and Fountain Creek  112 miles  180 km  south of the Colorado State Capitol in Denver  The area is considered semi arid desert land  with approximately 12 inches  304 80 mm  of precipitation annually  With its location in the ""Banana Belt""  Pueblo tends to get less snow than the other major cities in Colorado Pueblo is one of the largest steel producing cities in the United States [11] for which reason Pueblo is referred to as the ""Steel City""  The Historic Arkansas River Project  HARP  is a river walk in the Union Avenue Historic Commercial District  and shows the history of the devastating Pueblo Flood of 1921 "
264,264,265,Elgin, Illinois,111683,108188,37.4 sq mi,42°02′23″N 88°19′18″W﻿ / ﻿42.0396°N 88.3217°W﻿ / 42.0396; -88.3217﻿ ,http://cityofelgin.org,0,"Elgin   ˈɛldʒɪn  EL jin  is a city in Cook and Kane counties in the northern part of the U S  state of Illinois   Located roughly 35 mi  56 km  northwest of Chicago  it lies along the Fox River  As of 2017  the city had an estimated population of 112 456 [4] making it the eighth largest city in Illinois The Indian Removal Act of 1830 and the Black Hawk Indian War of 1832 led to the expulsion of the Native Americans who had settlements and burial mounds in the area  and set the stage for the founding of Elgin  Thousands of militiamen and soldiers of Gen  Winfield Scott's army marched through the Fox River valley during the war  and accounts of the area's fertile soils and flowing springs soon filtered east In New York  James T  Gifford and his brother Hezekiah Gifford heard tales of this area ripe for settlement  and travelled west  Looking for a site on the stagecoach route from Chicago to Galena  Illinois  they eventually settled on a spot where the Fox River could be bridged  In April 1835  they established the city  naming[5] it after the Scottish tune ""Elgin"" [6]"
265,265,266,Lowell, Massachusetts,111670,106519,13.6 sq mi,42°38′20″N 71°19′16″W﻿ / ﻿42.6390°N 71.3211°W﻿ / 42.6390; -71.3211﻿ ,http://www.lowellma.gov/,0,Lowell is a city in the U S  Commonwealth of Massachusetts  Located in Middlesex County  Lowell  along with Cambridge  was a county seat until Massachusetts disbanded county government in 1999 [3] With an estimated population of 111 640 in 2018 [2] it was the fourth largest city in Massachusetts as of the last census and is estimated to be the fifth largest as of 2018  and the second largest in the Boston metropolitan statistical area [4]  The city is also part of a smaller Massachusetts statistical area called Greater Lowell  as well as New England's Merrimack Valley region Incorporated in 1826 to serve as a mill town  Lowell was named after Francis Cabot Lowell  a local figure in the Industrial Revolution  The city became known as the cradle of the American Industrial Revolution  due to a large series of textile mills and factories  Many of the Lowell's historic manufacturing sites were later preserved by the National Park Service to create Lowell National Historical Park [5] During the Cambodian genocide  the city took in an influx of refugees  leading to a Cambodia Town and America's second largest Cambodian American population [6]
266,266,267,Antioch, California,111535,102372,29.4 sq mi,37°58′45″N 121°47′46″W﻿ / ﻿37.9791°N 121.7962°W﻿ / 37.9791; -121.7962﻿ ,http://www.ci.antioch.ca.us,0,Antioch  formerly East Antioch  Smith's Landing [11] and Marshs Landing [12] is the second largest city in Contra Costa County  California  United States  Located in the East Bay region of the San Francisco Bay Area along the San Joaquin Sacramento River Delta  it is a suburb of San Francisco and Oakland  The city's population was 102 372 at the 2010 census[13] and estimated to be 110 542 in 2015 [8]Antioch is one of the oldest towns in California   In 1848  John Marsh  owner of Rancho Los Meganos  one of the largest ranches in California  built a landing on the San Joaquin River in what is now Antioch   It became known as Marsh's Landing  and was the shipping point for the 17 000 acre rancho  It included a pier extending well out into the river  enabling vessels drawing 15 feet of water to tie up there at any season of the year  The landing also included a slaughterhouse  smokehouse for curing hams  rodeo grounds  and even a 1½ story dwelling  embellished with fretwork  that was brought around the Horn to serve as a home for the mayordomo  manager  and his wife [14]
267,267,268,West Palm Beach, Florida,111398,99919,55.1 sq mi,26°44′47″N 80°07′30″W﻿ / ﻿26.7464°N 80.1251°W﻿ / 26.7464; -80.1251﻿ ,http://wpb.org/,33401–33422,West Palm Beach is a city in and the county seat of Palm Beach County  Florida  United States [7] It is located immediately to the west of the adjacent Palm Beach  which is situated on a barrier island across the Lake Worth Lagoon  The population was 99 919 at the 2010 census  West Palm Beach is a principal city of the Miami metropolitan area  which was home to an estimated 6 158 824 people in 2017 [8]It is the oldest incorporated municipality in Greater Miami  having been incorporated as a city two years before Miami in November 1894  West Palm Beach is located approximately 68 miles  109 km  north of Downtown Miami 
268,268,269,Peoria, Illinois,111388,115007,48.2 sq mi,40°45′05″N 89°37′03″W﻿ / ﻿40.7515°N 89.6174°W﻿ / 40.7515; -89.6174﻿ ,http://www.peoriagov.org,"
29 total ZIP codes:
61601-61607, 61612-61615, 61625, 61629, 61630, 61633, 61634, 61636-61639, 61641, 61643, 61650-61656[2]
","Peoria   piˈɔːriə  pee OR ee ə  is the county seat of Peoria County  Illinois [3] and the largest city on the Illinois River  Established in 1691 by the French explorer Henri de Tonti  Peoria is the oldest European settlement in Illinois [4] and is named after the Peoria tribe  As of the 2010 census  the city was the seventh most populated in Illinois  and the third largest outside the Chicago metropolitan area   with a population of 115 007 [5] The Peoria Metropolitan Statistical Area had a population of 373 590 in 2011  Until 2018  Peoria was the global and national headquarters for Caterpillar Inc   one of the 30 companies composing the Dow Jones Industrial Average  and listed on the Fortune 100  in the latter year  the company relocated its headquarters to Deerfield  Illinois [6][7]Peoria is one of the oldest settlements in Illinois  as explorers first ventured up the Illinois River from the Mississippi  The lands that eventually would become Peoria were first settled by Europeans in 1680 [citation needed] when French explorers René Robert Cavelier  Sieur de La Salle and Henri de Tonti constructed Fort Crevecoeur [4] This fort would later burn to the ground  and in 1813 Fort Clark  Illinois was built  When the County of Peoria was organized in 1825  Fort Clark was officially named Peoria [8]Peoria was named after the Peoria tribe  a member of the Illinois Confederation  The original meaning of the word is uncertain [9] A 21st century proposal suggests a derivation from a Proto Algonquian word meaning ""to dream with the help of a manitou ""[10]"
269,269,270,Everett, Washington,111262,103019,33.3 sq mi,47°57′24″N 122°11′29″W﻿ / ﻿47.9566°N 122.1914°W﻿ / 47.9566; -122.1914﻿ ,http://everettwa.gov,"98201, 98203, 98204, 98206, 98207, 98208, 98213[5]",Everett is the county seat of and the largest city in Snohomish County  Washington  United States  It is located 25 miles  40 km  north of Seattle and is one of the main cities in the metropolitan area and Puget Sound region  Everett is the seventh largest city in Washington state and had a total population of 103 019 at the 2010 census  The city is located at the mouth of the Snohomish River along Port Gardner Bay  an inlet of Possession Sound  itself part of Puget Sound  American settlement on the Everett peninsula began in the 1860s  with several sawmills built to serve the area's growing timber industry  Everett was platted by a group of investors seeking to build an industrial city and named for the son of co founder Charles L  Colby  The city was incorporated in 1893  shortly after the arrival of the Great Northern Railway  and prospered as a major industrial center  Everett's economy transitioned away from lumber and towards aviation after World War II  with the construction of Boeing's aircraft assembly plant at Paine Field in 1967  Boeing remains the city's largest employer  alongside the U S  Navy  which has operated Naval Station Everett since 1992  Everett received an All America City Award in 2002 
270,270,271,Ventura[aa], California,111128,106433,21.8 sq mi,34°16′04″N 119°15′15″W﻿ / ﻿34.2678°N 119.2542°W﻿ / 34.2678; -119.2542﻿ ,http://cityofventura.net,0,Ventura  officially the City of San Buenaventura [11] is the county seat of Ventura County  California  United States  The coastal site  set against undeveloped hills and flanked by two free flowing rivers  has been inhabited for thousands of years  European explorers encountered a Chumash village  referred to as Shisholop  here while traveling along the Pacific coast [12] They witnessed the ocean navigation skill of the native people and their use of the abundant local resources from sea and land [13] p36  The eponymous Mission San Buenaventura was founded nearby in 1782 where it benefitted from the water of the Ventura River  The town grew around the mission compound and incorporated in 1866  The development of nearby oil fields in the 1920s and the age of automobile travel created a major real estate boom during which many designated landmark buildings were constructed  The mission and these buildings are at the center of a downtown that has become a cultural  retail  and residential district and visitor destination Ventura lies between Los Angeles and Santa Barbara along U S  Route 101  which was one of the original U S  Routes  The highway is now known as the Ventura Freeway  but the original route through the town along Main Street has been designated El Camino Real  the historic pathway connecting the California missions  During the post–World War II economic expansion  the community grew easterly  building detached single family homes over the rich agricultural land created by the Santa Clara River at the edge of the Oxnard Plain   The population was 106 433 at the 2010 census  up from 100 916 at the 2000 census with the median age being 39 [14] Ventura is part of the Los Angeles metropolitan area 
271,271,272,Centennial, Colorado,110831,100377,29.5 sq mi,39°35′26″N 104°52′09″W﻿ / ﻿39.5906°N 104.8691°W﻿ / 39.5906; -104.8691﻿ ,http://www.centennialco.gov/,0,"Centennial is a Home Rule Municipality located in Arapahoe County  Colorado  United States   The city population was 100 377 at the 2010 United States Census   Centennial is a part of the Denver Aurora Lakewood  CO Metropolitan Statistical Area   Centennial is the tenth most populous municipality in the state of Colorado and its 2001 city incorporation was the largest in U S  history  Centennial is ranked as the 15th safest[8] city in the country The City of Centennial was formed on February 7  2001  from portions of unincorporated Arapahoe County  including the former Castlewood and Southglenn census designated places  CDPs   The citizens of the area had voted to incorporate on September 12  2000  choosing Centennial as the official name during the vote  The name reflects Colorado's admission to the Union as the 38th state in 1876  the centennial year of the United States Declaration of Independence [9] The state of Colorado is nicknamed the ""Centennial State"" [9]Incorporation was approved by 77  of the voters  and the population of the area at over 100 000 made it the largest incorporation in U S  history as of its creation  The city was incorporated in large part to prevent further annexations of unincorporated areas by the city of Greenwood Village in an attempt to improve its tax base  The taxes generated from businesses in unincorporated portions of Arapahoe County funded the majority of the county's services  including road work  A number of court cases eventually established the right of incorporation to take precedence over the right of annexation "
272,272,273,Lakeland, Florida,110516,97422,65.9 sq mi,28°03′20″N 81°57′18″W﻿ / ﻿28.0555°N 81.9549°W﻿ / 28.0555; -81.9549﻿ ,http://www.lakelandgov.net/,0,Lakeland is a city in Polk County  Florida  along Interstate 4 east of Tampa  The westernmost city in Polk County  it is part of the Tampa Bay Area  According to the 2013 U S  Census Bureau estimate  the city had a population of 100 710 [2] Lakeland is a principal city of the Lakeland–Winter Haven Metropolitan Statistical Area  coterminous with Polk County   which had an estimated population of 623 009 in July 2013 based on data from the University of Florida Bureau of Economic and Business Research  It is twinned with Richmond Hill  Ontario  Imabari  Ehime  Japan  Bălți  Moldova  Portmore  Jamaica  and Chongming County  Shanghai  China through the Lakeland chapter of Sister Cities International Native Americans began to live in the area 12 000 years ago  European American settlers arrived in Lakeland from South Carolina in the 1870s  The city expanded in the 1880s with the arrival of rail service  with the first freedmen railway workers settling here in 1883 [6] They and European immigrants also came because of new jobs in the large phosphate industry that developed  Lakeland is home to the 1 267 acre Circle B Bar Reserve 
273,273,274,Gresham, Oregon,110158,105594,23.3 sq mi,45°30′08″N 122°26′30″W﻿ / ﻿45.5023°N 122.4416°W﻿ / 45.5023; -122.4416﻿ ,http://www.greshamoregon.gov/,"97030, 97080, 97233",Gresham  ˈɡrɛʃəm  is a city located in Multnomah County  Oregon  in the United States  immediately east of Portland  Though it began as a settlement in the mid 1800s  it was not officially incorporated as a city until 1905  it was named after Walter Quinton Gresham  the American Civil War general and United States Postmaster General The city's early economy was sustained largely by farming  and by the mid 20th century the city experienced a population boom  growing from 4 000 residents to over 10 000 between 1960 and 1970  The population was 105 594 at the 2010 census  making Gresham the fourth largest city in Oregon 
274,274,275,Richmond, California,110146,103701,30.1 sq mi,37°57′08″N 122°21′38″W﻿ / ﻿37.9523°N 122.3606°W﻿ / 37.9523; -122.3606﻿ ,http://www.ci.richmond.ca.us,"94801, 94802, 94804, 94805, 94807, 94808, 94850",Richmond   ˈrɪtʃmənd   is a city in western Contra Costa County  California  United States  The city was incorporated on August 7  1905 [14] Located in the East Bay region of the San Francisco Bay Area  Richmond borders the cities of San Pablo  Albany  El Cerrito and Pinole in addition to the unincorporated communities of North Richmond  Hasford Heights  Kensington  El Sobrante  Bayview Montalvin Manor  Tara Hills  and East Richmond Heights  and for a short distance San Francisco on Red Rock Island in the San Francisco Bay  Richmond is one of two cities  the other being San Rafael  California  that sits on the shores of San Francisco Bay and San Pablo Bay simultaneously Under the McLaughlin Administration  Richmond was the largest city in the United States served by a Green Party mayor [15] As of the 2010 U S  Census  the city's population is at 103 710  making it the second largest city in the United States named Richmond  The largest  Richmond  Virginia  is the namesake of the California city 
275,275,276,Billings, Montana,109550,104170,43.7 sq mi,45°47′19″N 108°33′00″W﻿ / ﻿45.7885°N 108.5499°W﻿ / 45.7885; -108.5499﻿ ,http://www.cityofbillings.net/,59101-59117[4],"Billings is the largest city in the U S  state of Montana  with a population estimated at 109 550 as of 2018 [5] Located in the south central portion of the state  it is the seat of Yellowstone County and the principal city of the Billings Metropolitan Area  which has a population of 171 677 [6] It has a trade area of over 500 000 [7]Billings was nicknamed the ""Magic City"" because of its rapid growth from its founding as a railroad town in March 1882  The city is named for Frederick H  Billings  a former president of the Northern Pacific Railroad  With one of the largest trade areas in the United States [8] Billings is the trade and distribution center for much of Montana east of the Continental Divide  Northern Wyoming  and western portions of North Dakota and South Dakota  Billings is also the largest retail destination for much of the same area "
276,276,277,Inglewood, California,109419,109673,9.1 sq mi,33°57′22″N 118°20′39″W﻿ / ﻿33.9561°N 118.3443°W﻿ / 33.9561; -118.3443﻿ ,http://www.cityofinglewood.org,0,George DotsonAlex Padilla Eloy Morales  Jr  Inglewood is a city in southwestern Los Angeles County  California in the Los Angeles metropolitan area  As of the 2010 U S  Census  the city had a population of 109 673  It was incorporated on February 14  1908 [8] The city is in the South Bay region of Los Angeles County [9] Los Angeles Stadium at Hollywood Park is currently under construction in the city and  when completed around 2020  will be the new home of both the National Football League's Los Angeles Rams and Los Angeles Chargers  The city is also close to Los Angeles International Airport 
277,277,278,Broken Arrow, Oklahoma,109171,98850,61.7 sq mi,36°02′11″N 95°46′52″W﻿ / ﻿36.0365°N 95.7810°W﻿ / 36.0365; -95.7810﻿ ,http://www.brokenarrowok.gov,74011-74014,Broken Arrow is a city located in the northeastern part of the U S  state of Oklahoma  primarily in Tulsa County but also with a section of the city in western Wagoner County  It is the largest suburb of Tulsa  According to the 2010 census  Broken Arrow has a population of 98 850 residents and is the fourth largest city in the state [4] However  a July 2017  estimate reports that the population of the city is just under 112 000  making it the 280th largest city in the United States  The city is part of the Tulsa Metropolitan Area  which has a population of 961 561 residents The Missouri–Kansas–Texas Railroad sold lots for the town site in 1902 and company secretary William S  Fears named it Broken Arrow [5] The city was named for a Creek community settled by Creek Indians who had been forced to relocate from Alabama to Oklahoma along the Trail of Tears Although Broken Arrow was originally an agricultural community  its current economy is diverse  The city has the third largest concentration of manufacturers in the state [6]
278,278,279,Sandy Springs, Georgia,108797,93853,37.7 sq mi,33°55′53″N 84°22′07″W﻿ / ﻿33.9315°N 84.3687°W﻿ / 33.9315; -84.3687﻿ ,http://www.sandyspringsga.gov,"30328, 30327, 30338, 30342, 30350, 30358, 30319, 30092[6]","Sandy Springs is a city in northern Fulton County  Georgia  United States  and part of the Atlanta metropolitan area  As of the 2010 census  Sandy Springs had a population of 93 853 [8] and its 2017 estimated population was 106 739 [9] Sandy Springs is Georgia's seventh largest city  just after Athens  and is the site of several corporate headquarters  though many are assigned ""Atlanta"" mailing addresses  such as UPS  Inspire Brands  Cox Communications  and Mercedes Benz USA's corporate offices In 1842  the Austin Johnson House was erected on what is now Johnson Ferry Road  It is the oldest house in Sandy Springs [10] In 1851  Wilson Spruill donated 5 acres  2 0 ha  of land for the founding of the Sandy Springs United Methodist Church  near the natural spring for which the city is named  In 1905  the Hammond School was built at Johnson Ferry Road and Mt  Vernon Highway  across the street from the church "
279,279,280,Jurupa Valley, California,108393,0,42.9 sq mi,34°00′09″N 117°28′03″W﻿ / ﻿34.0026°N 117.4676°W﻿ / 34.0026; -117.4676﻿ ,http://jurupavalley.org,"92509, 91752",Jurupa Valley is a city in Riverside County  California  It is located next to Eastvale  On March 8  2011  voters approved a ballot measure  designated as Measure A  to incorporate the area into its own city  as a result  the area has been an incorporated city since July 1  2011 [4]The city of Jurupa Valley covers approximately 43 5 square miles  113 km2   and has an estimated population of 106 028   Residents of the area had previously voted on incorporation in 1992  however  voters rejected it as well as a competing ballot measure that would have incorporated Mira Loma [4]Jurupa Valley is located north and west of the Santa Ana River  south of the Riverside San Bernardino County line  and east of Interstate 15  It includes the neighborhoods of Mira Loma  Glen Avon  Sky Country  Indian Hills  Pedley  Rubidoux  Belltown  Jurupa  Jurupa Hills  and Sunnyslope  
280,280,281,Hillsboro, Oregon,108389,91611,25.0 sq mi,45°31′41″N 122°56′09″W﻿ / ﻿45.5280°N 122.9357°W﻿ / 45.5280; -122.9357﻿ ,http://www.hillsboro-oregon.gov/,"97123, 97124, 97006",Hillsboro   ˈhɪlzbəroʊ   is the fifth largest city in the State of Oregon and is the county seat of Washington County [8] Lying in the Tualatin Valley on the west side of the Portland metropolitan area  the city hosts many high technology companies  such as Intel  that comprise what has become known as the Silicon Forest  At the 2010 Census  the city's population was 91 611 [9]For thousands of years before the arrival of European American settlers  the Atfalati tribe of the Kalapuya lived in the Tualatin Valley near the later site of Hillsboro  The climate  moderated by the Pacific Ocean  helped make the region suitable for fishing  hunting  food gathering  and agriculture  Settlers founded a community here in 1842  later named after David Hill  an Oregon politician  Transportation by riverboat on the Tualatin River was part of Hillsboro's settler economy  A railroad reached the area in the early 1870s and an interurban electric railway about four decades later  These railways  as well as highways  aided the slow growth of the city to about 2 000 people by 1910 and about 5 000 by 1950  before the arrival of high tech companies in the 1980s 
281,281,282,Waterbury, Connecticut,108093,110366,28.5 sq mi,41°33′31″N 73°02′12″W﻿ / ﻿41.5585°N 73.0367°W﻿ / 41.5585; -73.0367﻿ ,http://www.waterburyct.org,06701–06720,"Waterbury  nicknamed ""The Brass City""  is a city in the U S  state of Connecticut on the Naugatuck River  33 miles southwest of Hartford and 77 miles  northeast of New York City  Waterbury is the second largest city in New Haven County  Connecticut  As of the 2010 census  Waterbury had a population of 110 366 [3] making it the 10th largest city in the New York Metropolitan Area  9th largest city in New England and the 5th largest city in Connecticut [4]Throughout the first half of the 20th century  Waterbury had large industrial interests and was the leading center in the United States for the manufacture of brassware  including castings and finishings   as reflected in the nickname the ""Brass City"" and the city's motto Quid Aere Perennius   ""What Is More Lasting Than Brass ""   It was also noted for the manufacture of watches and clocks "
282,282,283,Santa Maria, California,107408,99553,22.8 sq mi,34°56′00″N 120°26′38″W﻿ / ﻿34.9332°N 120.4438°W﻿ / 34.9332; -120.4438﻿ ,http://www.ci.santa-maria.ca.us,93454–93458,"Santa Maria is a city near the Southern California coast in Santa Barbara County  It is approximately 65 miles  105 km  northwest of Santa Barbara and 150 miles  240 km  northwest of downtown Los Angeles  Its estimated 2018 population was 108 470 [11] making it the most populous city in the county and the Santa Maria Santa Barbara  CA Metro Area  The city is notable for its wine industry and Santa Maria style barbecue  Sunset magazine called Santa Maria ""The West's Best BBQ Town"" [12]The Santa Maria Valley  stretching from the Santa Lucia Mountains toward the Pacific Ocean  was the homeland of the Chumash people for several thousand years  The Native Americans made their homes on the slopes of the surrounding hills among the oaks  on the banks of the Santa Maria River among the sycamores  and along the coast  They had unique plank built boats  called Tomol  which they used for ocean fishing In 1769  the Portolá Expedition passed through the Santa Maria Valley during the first Spanish land exploration up the coast of Las Californias Province  Mission San Luis Obispo de Tolosa was established just north of the valley in 1772  and Mission La Purísima Concepción was established near present day Lompoc in 1787  Rather than rich soil  white settlers were attracted here by the possibility of free land  In 1821  after the Mexican War of Independence  the mission lands in Santa Maria Valley were made available for private ownership under a Mexican land grant called Rancho Punta de Laguna  At the end of the Mexican War in 1848  California was ceded to the United States "
283,283,284,Boulder, Colorado,107353,97385,24.8 sq mi,40°01′37″N 105°15′07″W﻿ / ﻿40.0270°N 105.2519°W﻿ / 40.0270; -105.2519﻿ ,http://bouldercolorado.gov,0,Boulder   ˈboʊldər   is the home rule municipality that is the county seat and the most populous municipality of Boulder County  Colorado  United States  It is the state's 11th most populous municipality  Boulder is located at the base of the foothills of the Rocky Mountains at an elevation of 5 430 feet  1 655 m  above sea level [8][9] The city is 25 miles  40 km  northwest of Denver [10]The population of the City of Boulder was 97 385 people at the 2010 U S  Census [11] while the population of the Boulder  CO Metropolitan Statistical Area was 294 567 [12] Boulder is known for its association with American frontier history[citation needed] and for being the home of the main campus of the University of Colorado  the state's largest university  The city frequently receives high rankings in art  health  well being  quality of life  and education [13]
